# random.m_10000_n_1000_p_0.03.txt
# |U|: 10000
# |V|: 1000
# |E|: 300000
0	39
0	152
0	157
0	225
0	242
0	252
0	304
0	317
0	336
0	350
0	384
0	392
0	451
0	461
0	463
0	470
0	530
0	596
0	602
0	605
0	626
0	679
0	709
0	721
0	727
0	742
0	785
0	818
0	869
0	877
0	886
0	899
0	945
0	954
0	962
0	982
0	992
0	995
1	37
1	53
1	63
1	87
1	100
1	119
1	144
1	290
1	292
1	353
1	399
1	415
1	416
1	419
1	431
1	461
1	470
1	484
1	488
1	610
1	611
1	641
1	684
1	693
1	718
1	752
1	823
1	843
1	902
1	964
1	972
1	974
2	6
2	76
2	105
2	113
2	163
2	167
2	178
2	204
2	222
2	237
2	317
2	344
2	371
2	394
2	407
2	420
2	422
2	425
2	429
2	450
2	457
2	478
2	479
2	529
2	587
2	592
2	620
2	628
2	641
2	659
2	661
2	717
2	747
2	792
2	816
2	972
3	30
3	40
3	47
3	70
3	106
3	331
3	334
3	339
3	437
3	458
3	502
3	525
3	546
3	604
3	638
3	642
3	661
3	666
3	688
3	695
3	702
3	705
3	737
3	817
3	873
3	876
3	884
4	27
4	137
4	160
4	168
4	185
4	188
4	214
4	222
4	292
4	359
4	416
4	462
4	472
4	513
4	524
4	553
4	579
4	604
4	619
4	632
4	654
4	710
4	725
4	739
4	744
4	798
4	847
4	948
5	34
5	39
5	41
5	55
5	69
5	76
5	85
5	117
5	144
5	149
5	176
5	182
5	210
5	211
5	265
5	275
5	319
5	365
5	393
5	420
5	480
5	490
5	496
5	526
5	527
5	531
5	542
5	589
5	626
5	634
5	672
5	707
5	764
5	768
5	771
5	819
5	875
5	955
6	5
6	11
6	16
6	69
6	79
6	88
6	246
6	276
6	320
6	361
6	429
6	541
6	546
6	550
6	566
6	567
6	573
6	587
6	588
6	601
6	603
6	638
6	687
6	731
6	737
6	769
6	773
6	790
6	791
6	810
6	814
6	819
6	858
6	863
6	891
6	951
6	990
7	16
7	59
7	63
7	81
7	191
7	193
7	309
7	351
7	362
7	376
7	401
7	424
7	431
7	558
7	579
7	624
7	640
7	698
7	704
7	766
7	803
7	805
7	820
7	863
7	864
7	867
7	886
7	893
7	901
7	947
8	68
8	71
8	79
8	90
8	100
8	117
8	133
8	142
8	161
8	229
8	263
8	315
8	321
8	322
8	337
8	353
8	370
8	371
8	377
8	395
8	435
8	506
8	801
8	816
8	851
8	863
8	866
8	911
8	956
9	31
9	59
9	116
9	154
9	162
9	169
9	220
9	264
9	274
9	307
9	362
9	365
9	383
9	400
9	463
9	468
9	474
9	478
9	510
9	557
9	590
9	619
9	648
9	650
9	662
9	743
9	819
9	848
9	921
10	82
10	132
10	137
10	139
10	261
10	269
10	287
10	295
10	317
10	341
10	358
10	379
10	418
10	445
10	509
10	511
10	512
10	518
10	603
10	606
10	624
10	659
10	698
10	752
10	765
10	775
10	780
10	898
10	917
10	965
10	988
11	36
11	54
11	179
11	199
11	218
11	228
11	263
11	289
11	306
11	336
11	347
11	411
11	455
11	498
11	555
11	595
11	645
11	684
11	701
11	702
11	704
11	725
11	791
11	832
11	942
11	965
11	980
12	64
12	67
12	84
12	88
12	115
12	118
12	176
12	227
12	235
12	253
12	272
12	390
12	411
12	413
12	453
12	454
12	515
12	518
12	527
12	594
12	620
12	626
12	657
12	748
12	813
12	827
12	866
12	894
12	966
