# random.m_100_n_100_r_0.2_p_0.5.txt
# |U|: 100
# |V|: 100
# |E|: 5126
0	0
0	1
0	2
0	3
0	4
0	5
0	6
0	10
0	12
0	13
0	15
0	16
0	17
0	18
0	20
0	21
0	22
0	24
0	25
0	26
0	28
0	29
0	30
0	32
0	33
0	36
0	38
0	43
0	44
0	45
0	47
0	50
0	51
0	53
0	54
0	55
0	56
0	59
0	60
0	61
0	63
0	64
0	65
0	67
0	68
0	69
0	71
0	72
0	73
0	74
0	76
0	77
0	78
0	79
0	80
0	84
0	86
0	87
0	90
0	91
0	92
0	93
0	95
0	97
0	98
0	99
1	1
1	2
1	3
1	5
1	11
1	13
1	14
1	15
1	16
1	17
1	18
1	21
1	23
1	24
1	25
1	26
1	27
1	28
1	29
1	31
1	32
1	34
1	37
1	42
1	43
1	45
1	46
1	50
1	51
1	52
1	53
1	59
1	60
1	63
1	68
1	70
1	71
1	72
1	75
1	77
1	79
1	80
1	81
1	82
1	83
1	86
1	87
1	89
1	90
1	92
1	93
1	98
1	99
2	3
2	5
2	6
2	7
2	9
2	11
2	12
2	13
2	15
2	16
2	17
2	21
2	23
2	24
2	26
2	27
2	28
2	29
2	35
2	37
2	38
2	41
2	44
2	45
2	46
2	49
2	51
2	52
2	53
2	54
2	55
2	56
2	59
2	60
2	64
2	67
2	68
2	69
2	71
2	76
2	77
2	78
2	79
2	80
2	82
2	87
2	88
2	91
2	92
2	94
2	97
3	1
3	2
3	3
3	9
3	11
3	15
3	18
3	19
3	20
3	21
3	22
3	23
3	24
3	26
3	29
3	30
3	32
3	34
3	35
3	36
3	37
3	41
3	43
3	44
3	49
3	55
3	56
3	58
3	59
3	62
3	64
3	65
3	70
3	79
3	81
3	82
3	86
3	87
3	89
3	91
3	92
3	93
3	94
3	96
3	97
3	98
4	0
4	3
4	7
4	12
4	13
4	14
4	16
4	17
4	18
4	22
4	23
4	26
4	28
4	29
4	31
4	33
4	34
4	35
4	36
4	37
4	38
4	39
4	40
4	42
4	43
4	44
4	45
4	47
4	50
4	51
4	52
4	53
4	55
4	59
4	60
4	64
4	65
4	66
4	67
4	69
4	72
4	74
4	75
4	76
4	77
4	80
4	84
4	87
4	91
4	92
4	93
4	95
4	96
4	97
4	98
5	2
5	10
5	11
5	13
5	14
5	17
5	19
5	22
5	23
5	28
5	29
5	31
5	35
5	37
5	38
5	39
5	42
5	44
5	47
5	48
5	49
5	50
5	54
5	55
5	56
5	57
5	59
5	60
5	63
5	70
5	74
5	76
5	77
5	78
5	79
5	84
5	85
5	86
5	87
5	89
5	91
5	92
5	93
5	95
5	97
5	98
5	99
6	0
6	1
6	2
6	3
6	6
6	7
6	8
6	11
6	14
6	15
6	16
6	22
6	25
6	29
6	30
6	31
6	33
6	35
6	37
6	39
6	41
6	43
6	44
6	46
6	47
6	48
6	49
6	50
6	51
6	53
6	54
6	56
6	61
6	62
6	65
6	67
6	69
6	70
6	73
6	75
6	76
6	77
6	78
6	81
6	82
6	85
6	90
6	91
6	94
6	96
6	97
6	98
7	3
7	4
7	5
7	6
7	11
7	12
7	13
7	15
7	16
7	17
7	18
7	19
7	20
7	21
7	22
7	23
7	24
7	25
7	26
7	28
7	29
7	31
7	32
7	35
7	36
7	39
7	42
7	43
7	44
7	45
7	46
7	47
7	48
7	49
7	52
7	53
7	54
7	55
7	56
7	67
7	68
7	69
7	71
7	72
7	73
7	74
7	76
7	77
7	79
7	80
7	82
7	83
7	85
7	87
7	88
7	90
7	92
7	96
7	97
8	0
8	4
8	5
8	8
8	9
8	10
8	12
8	15
8	17
8	21
8	22
8	23
8	25
8	26
8	27
8	28
8	29
8	32
8	33
8	35
8	43
8	44
8	47
8	48
8	49
8	50
8	51
8	52
8	54
8	56
8	59
8	60
8	62
8	66
8	68
8	70
8	71
8	72
8	73
8	74
8	76
8	83
8	85
8	86
8	87
8	89
8	90
8	91
8	92
8	93
8	96
8	99
9	1
9	2
9	4
9	7
9	11
9	17
9	18
9	20
9	22
9	24
9	25
9	27
9	28
9	29
9	31
9	32
9	34
9	35
9	36
9	37
9	38
9	41
9	45
9	46
9	47
9	48
9	49
9	50
9	55
9	56
9	57
9	61
9	63
9	66
9	67
9	69
9	71
9	75
9	76
9	77
9	78
9	79
9	80
9	81
9	85
9	93
9	94
9	95
9	99
10	2
10	4
10	5
10	7
10	12
10	13
10	14
